date,exchus,exdnus,exhkus,exsius,exszus,exeuus
20120322,6.2990,5.6355,7.7652,1.2661,0.9136,0.7579
20120323,6.3021,5.6061,7.7678,1.2625,0.9085,0.7540
20120326,6.3139,5.5783,7.7676,1.2570,0.9041,0.7503
20120327,6.3061,5.5740,7.7635,1.2562,0.9038,0.7499
20120328,6.3044,5.5916,7.7648,1.2584,0.9064,0.7519
20120329,6.3057,5.6066,7.7642,1.2613,0.9084,0.7539
20120330,6.2975,5.5790,7.7656,1.2573,0.9026,0.7500
20120402,6.2979,5.5837,7.7660,1.2539,0.9037,0.7505
20120403,6.2975,5.5787,7.7650,1.2510,0.9024,0.7498
20120404,6.2975,5.6668,7.7649,1.2595,0.9168,0.7618
20120405,6.3123,5.6940,7.7643,1.2592,0.9200,0.7655
20120406,6.3052,5.6851,7.7650,1.2605,0.9176,0.7640
20120409,6.3100,5.6844,7.7655,1.2625,0.9180,0.7641
20120410,6.3105,5.6926,7.7649,1.2627,0.9195,0.7652
20120411,6.3076,5.6749,7.7649,1.2586,0.9165,0.7631
20120412,6.3069,5.6475,7.7638,1.2522,0.9125,0.7592
20120413,6.3022,5.6863,7.7588,1.2474,0.9189,0.7644
20120416,6.3150,5.6924,7.7580,1.2500,0.9199,0.7653
20120417,6.3015,5.6686,7.7590,1.2481,0.9156,0.7620
20120418,6.3026,5.6691,7.7609,1.2508,0.9162,0.7621
20120419,6.3029,5.6644,7.7631,1.2508,0.9155,0.7615
20120420,6.3080,5.6312,7.7607,1.2488,0.9095,0.7569
20120423,6.3084,5.6666,7.7617,1.2486,0.9152,0.7617
20120424,6.3073,5.6337,7.7595,1.2468,0.9098,0.7572
20120425,6.3039,5.6318,7.7600,1.2439,0.9097,0.7570
20120426,6.3054,5.6208,7.7596,1.2401,0.9081,0.7557
20120427,6.3093,5.6137,7.7594,1.2385,0.9066,0.7548
20120430,6.2790,5.6236,7.7587,1.2368,0.9081,0.7559
20120501,6.3089,5.6242,7.7583,1.2355,0.9087,0.7561
20120502,6.3070,5.6536,7.7585,1.2399,0.9135,0.7602
20120503,6.3052,5.6555,7.7591,1.2425,0.9138,0.7606
20120504,6.3059,5.6795,7.7608,1.2445,0.9176,0.7639
20120507,6.3074,5.6973,7.7632,1.2465,0.9204,0.7662
20120508,6.3076,5.7116,7.7622,1.2477,0.9228,0.7683
20120509,6.3096,5.7388,7.7636,1.2523,0.9272,0.7720
20120510,6.3140,5.7354,7.7637,1.2494,0.9269,0.7717
20120511,6.3097,5.7443,7.7662,1.2503,0.9283,0.7730
20120514,6.3210,5.7861,7.7663,1.2558,0.9349,0.7784
20120515,6.3176,5.8210,7.7682,1.2588,0.9405,0.7831
20120516,6.3227,5.8390,7.7686,1.2667,0.9435,0.7855
20120517,6.3247,5.8474,7.7699,1.2664,0.9450,0.7868
20120518,6.3245,5.8423,7.7673,1.2749,0.9442,0.7861
20120521,6.3277,5.8202,7.7647,1.2725,0.9406,0.7831
20120522,6.3223,5.8343,7.7652,1.2691,0.9431,0.7852
20120523,6.3343,5.9113,7.7642,1.2801,0.9555,0.7956
20120524,6.3449,5.9060,7.7640,1.2762,0.9558,0.7947
20120525,6.3439,5.9352,7.7629,1.2781,0.9592,0.7988
20120528,,,7.7626,,,
20120529,6.3478,5.9515,7.7638,1.2789,0.9617,0.8008
20120530,6.3574,5.9905,7.7667,1.2880,0.9682,0.8061
20120531,6.3684,6.0100,7.7616,1.2888,0.9713,0.8088
20120601,6.3692,5.9821,7.7603,1.2918,0.9671,0.8052
20120604,6.3641,5.9481,7.7583,1.2876,0.9610,0.8003
20120605,6.3670,5.9754,7.7588,1.2872,0.9656,0.8041
20120606,6.3634,5.9299,7.7578,1.2763,0.9579,0.7978
20120607,6.3634,5.9150,7.7582,1.2753,0.9558,0.7957
20120608,6.3700,5.9551,7.7582,1.2848,0.9620,0.8012
20120611,6.3690,5.9437,7.7599,1.2826,0.9604,0.7997
20120612,6.3703,5.9547,7.7593,1.2834,0.9624,0.8015
20120613,6.3685,5.8990,7.7590,1.2793,0.9533,0.7939
20120614,6.3702,5.8937,7.7592,1.2803,0.9525,0.7931
20120615,6.3649,5.8819,7.7584,1.2718,0.9506,0.7916
20120618,6.3539,5.9085,7.7585,1.2722,0.9547,0.7950
20120619,6.3542,5.8569,7.7591,1.2654,0.9461,0.7879
20120620,6.3597,5.8521,7.7590,1.2679,0.9453,0.7872
20120621,6.3644,5.9064,7.7605,1.2759,0.9542,0.7945
20120622,6.3644,5.9253,7.7610,1.2757,0.9572,0.7971
20120625,6.3631,5.9564,7.7604,1.2843,0.9621,0.8013
20120626,6.3626,5.9604,7.7590,1.2788,0.9630,0.8019
20120627,6.3561,5.9673,7.7584,1.2769,0.9642,0.8028
20120628,6.3570,5.9775,7.7590,1.2808,0.9661,0.8043
20120629,6.3530,5.8687,7.7572,1.2673,0.9485,0.7894
20120702,6.3487,5.9065,7.7578,1.2672,0.9544,0.7947
20120703,6.3519,5.8909,7.7540,1.2611,0.9517,0.7924
20120704,,,,,,
20120705,6.3557,6.0077,7.7544,1.2631,0.9698,0.8075
20120706,6.3640,6.0553,7.7542,1.2729,0.9777,0.8141
20120709,6.3709,6.0480,7.7546,1.2707,0.9764,0.8131
20120710,6.3654,6.0685,7.7544,1.2668,0.9798,0.8160
20120711,6.3682,6.0729,7.7542,1.2626,0.9808,0.8167
20120712,6.3732,6.0971,7.7578,1.2699,0.9843,0.8197
20120713,6.3789,6.0814,7.7570,1.2651,0.9817,0.8175
20120716,6.3784,6.0647,7.7568,1.2648,0.9791,0.8152
20120717,6.3725,6.0818,7.7568,1.2623,0.9818,0.8174
20120718,6.3690,6.0669,7.7559,1.2585,0.9795,0.8156
20120719,6.3724,6.0688,7.7557,1.2533,0.9798,0.8159
20120720,6.3734,6.1102,7.7570,1.2556,0.9863,0.8213
20120723,6.3856,6.1347,7.7573,1.2624,0.9904,0.8247
20120724,6.3857,6.1668,7.7580,1.2610,0.9957,0.8290
20120725,6.3879,6.1316,7.7577,1.2581,0.9899,0.8243
20120726,6.3839,6.0576,7.7586,1.2515,0.9780,0.8143
20120727,6.3807,6.0130,7.7569,1.2481,0.9709,0.8084
20120730,6.3792,6.0725,7.7553,1.2468,0.9804,0.8163
20120731,6.3610,6.0431,7.7538,1.2437,0.9753,0.8120
20120801,6.3680,6.0518,7.7551,1.2439,0.9767,0.8131
20120802,6.3671,6.1255,7.7543,1.2502,0.9886,0.8231
20120803,6.3721,6.0066,7.7552,1.2422,0.9697,0.8071
20120806,6.3738,5.9901,7.7555,1.2403,0.9669,0.8050
20120807,6.3664,5.9929,7.7549,1.2413,0.9672,0.8050
20120808,6.3610,6.0197,7.7557,1.2441,0.9714,0.8088
20120809,6.3579,6.0611,7.7556,1.2449,0.9781,0.8145
20120810,6.3599,6.0514,7.7569,1.2446,0.9764,0.8131
20120813,6.3611,6.0313,7.7569,1.2458,0.9733,0.8104
20120814,6.3586,6.0367,7.7570,1.2469,0.9742,0.8111
20120815,6.3619,6.0563,7.7574,1.2496,0.9774,0.8138
20120816,6.3659,6.0241,7.7570,1.2495,0.9719,0.8093
20120817,6.3580,6.0469,7.7571,1.2536,0.9752,0.8120
20120820,6.3592,6.0315,7.7573,1.2532,0.9730,0.8102
20120821,6.3559,5.9693,7.7570,1.2495,0.9630,0.8018
20120822,6.3515,5.9701,7.7565,1.2512,0.9628,0.8018
20120823,6.3535,5.9189,7.7564,1.2460,0.9542,0.7947
20120824,6.3542,5.9420,7.7567,1.2491,0.9581,0.7979
20120827,6.3558,5.9508,7.7560,1.2510,0.9597,0.7991
20120828,6.3525,5.9289,7.7563,1.2523,0.9558,0.7959
20120829,6.3513,5.9429,7.7557,1.2526,0.9578,0.7976
20120830,6.3494,5.9610,7.7562,1.2537,0.9608,0.8002
20120831,6.3484,5.9237,7.7560,1.2477,0.9546,0.7950
20120903,,,7.7569,,,
20120904,6.3465,5.9276,7.7564,1.2471,0.9558,0.7958
20120905,6.3489,5.9117,7.7569,1.2474,0.9548,0.7935
20120906,6.3428,5.9018,7.7568,1.2433,0.9539,0.7920
20120907,6.3428,5.8239,7.7556,1.2359,0.9452,0.7815
20120910,6.3375,5.8239,7.7551,1.2347,0.9438,0.7816
20120911,6.3349,5.7953,7.7546,1.2294,0.9387,0.7777
20120912,6.3261,5.7815,7.7548,1.2288,0.9376,0.7756
20120913,6.3294,5.7731,7.7545,1.2299,0.9395,0.7745
20120914,6.3145,5.6729,7.7510,1.2199,0.9250,0.7609
20120917,6.3170,5.6797,7.7517,1.2235,0.9266,0.7619
20120918,6.3187,5.7097,7.7523,1.2247,0.9288,0.7662
20120919,6.3091,5.7039,7.7529,1.2242,0.9266,0.7654
20120920,6.3036,5.7553,7.7532,1.2256,0.9336,0.7723
20120921,6.3051,5.7389,7.7527,1.2237,0.9327,0.7698
20120924,6.3090,5.7760,7.7530,1.2285,0.9371,0.7747
20120925,6.3057,5.7600,7.7533,1.2249,0.9348,0.7725
20120926,6.3015,5.8015,7.7540,1.2320,0.9401,0.7781
20120927,6.3021,5.7896,7.7537,1.2267,0.9388,0.7768
20120928,6.2848,5.7986,7.7540,1.2262,0.9400,0.7778
20121001,6.2840,5.7779,7.7543,1.2286,0.9376,0.7752
20121002,6.2840,5.7569,7.7545,1.2294,0.9342,0.7721
20121003,6.2840,5.7756,7.7549,1.2321,0.9382,0.7747
20121004,6.2840,5.7339,7.7546,1.2286,0.9316,0.7692
20121005,6.2840,5.7097,7.7521,1.2267,0.9284,0.7658
20121008,,,,,,
20121009,6.2877,5.7924,7.7521,1.2302,0.9400,0.7766
20121010,6.2831,5.7880,7.7525,1.2294,0.9392,0.7759
20121011,6.2765,5.7692,7.7523,1.2275,0.9353,0.7735
20121012,6.2670,5.7615,7.7518,1.2223,0.9334,0.7724
20121015,6.2700,5.7596,7.7508,1.2219,0.9330,0.7722
20121016,6.2637,5.7221,7.7512,1.2207,0.9273,0.7671
20121017,6.2540,5.6800,7.7515,1.2159,0.9217,0.7614
20121018,6.2501,5.6901,7.7501,1.2177,0.9225,0.7630
20121019,6.2533,5.7274,7.7501,1.2209,0.9286,0.7679
20121022,6.2543,5.7100,7.7499,1.2214,0.9263,0.7655
20121023,6.2478,5.7493,7.7500,1.2255,0.9328,0.7710
20121024,6.2478,5.7615,7.7500,1.2227,0.9342,0.7724
20121025,6.2416,5.7561,7.7503,1.2202,0.9336,0.7717
20121026,6.2480,5.7647,7.7501,1.2208,0.9348,0.7729
20121029,6.2384,5.7794,7.7498,1.2207,0.9366,0.7748
20121030,6.2396,5.7474,7.7501,1.2188,0.9309,0.7705
20121031,6.2372,5.7559,7.7494,1.2200,0.9311,0.7717
20121101,6.2393,5.7662,7.7500,1.2201,0.9326,0.7730
20121102,6.2411,5.8057,7.7493,1.2232,0.9396,0.7783
20121105,6.2452,5.8307,7.7502,1.2249,0.9434,0.7819
20121106,6.2454,5.8202,7.7503,1.2237,0.9424,0.7802
20121107,6.2435,5.8463,7.7505,1.2226,0.9454,0.7838
20121108,6.2427,5.8551,7.7510,1.2232,0.9462,0.7849
20121109,6.2450,5.8651,7.7513,1.2234,0.9483,0.7865
20121112,,,,,,
20121113,6.2260,5.8644,7.7503,1.2232,0.9470,0.7864
20121114,6.2250,5.8528,7.7505,1.2220,0.9450,0.7849
20121115,6.2329,5.8351,7.7518,1.2247,0.9418,0.7823
20121116,6.2354,5.8660,7.7517,1.2286,0.9472,0.7865
20121119,6.2343,5.8226,7.7517,1.2238,0.9404,0.7809
20121120,6.2324,5.8202,7.7501,1.2244,0.9403,0.7804
20121121,6.2300,5.8183,7.7504,1.2255,0.9394,0.7803
20121122,,,,,,
20121123,6.2275,5.7536,7.7501,1.2225,0.9296,0.7717
20121126,6.2253,5.7506,7.7501,1.2216,0.9284,0.7712
20121127,6.2221,5.7621,7.7501,1.2224,0.9310,0.7728
20121128,6.2273,5.7721,7.7500,1.2228,0.9313,0.7738
20121129,6.2281,5.7593,7.7500,1.2210,0.9293,0.7720
20121130,6.2265,5.7333,7.7501,1.2206,0.9264,0.7686
20121203,6.2277,5.7093,7.7500,1.2185,0.9250,0.7653
20121204,6.2254,5.7029,7.7500,1.2174,0.9272,0.7645
20121205,6.2251,5.7046,7.7500,1.2185,0.9262,0.7647
20121206,6.2282,5.7518,7.7493,1.2207,0.9330,0.7711
20121207,6.2299,5.7639,7.7494,1.2206,0.9333,0.7727
20121210,6.2296,5.7693,7.7498,1.2215,0.9330,0.7734
20121211,6.2460,5.7417,7.7496,1.2215,0.9333,0.7697
20121212,6.2502,5.7216,7.7495,1.2216,0.9286,0.7670
20121213,6.2316,5.7047,7.7500,1.2212,0.9243,0.7647
20121214,6.2410,5.6806,7.7496,1.2195,0.9196,0.7614
20121217,6.2360,5.6648,7.7501,1.2195,0.9174,0.7594
20121218,6.2322,5.6405,7.7501,1.2174,0.9130,0.7562
20121219,6.2293,5.6317,7.7497,1.2182,0.9115,0.7541
20121220,6.2297,5.6417,7.7501,1.2186,0.9130,0.7562
20121221,6.2284,5.6652,7.7502,1.2211,0.9172,0.7595
20121224,6.2335,5.6599,7.7506,1.2215,0.9161,0.7588
20121225,,,7.7507,,,
20121226,6.2351,5.6390,7.7503,1.2232,0.9128,0.7560
20121227,6.2358,5.6376,7.7515,1.2227,0.9138,0.7560
20121228,6.2315,5.6413,7.7518,1.2230,0.9130,0.7564
20121231,6.2301,5.6565,7.7507,1.2214,0.9155,0.7584
20130101,,,,,,
20130102,6.2301,5.6534,7.7507,1.2203,0.9166,0.7579
20130103,6.2301,5.6901,7.7503,1.2220,0.9222,0.7628
20130104,6.2303,5.7165,7.7503,1.2285,0.9262,0.7665
20130107,6.2294,5.6947,7.7507,1.2305,0.9227,0.7634
20130108,6.2235,5.7090,7.7508,1.2298,0.9250,0.7652
20130109,6.2260,5.7062,7.7512,1.2265,0.9244,0.7646
20130110,6.2230,5.6442,7.7514,1.2227,0.9162,0.7564
20130111,6.2156,5.5880,7.7518,1.2250,0.9120,0.7489
20130114,6.2190,5.5802,7.7523,1.2263,0.9174,0.7480
20130115,6.2134,5.5933,7.7518,1.2253,0.9275,0.7495
20130116,6.2160,5.6076,7.7526,1.2232,0.9313,0.7516
20130117,6.2158,5.5876,7.7524,1.2233,0.9331,0.7487
20130118,6.2152,5.6099,7.7526,1.2271,0.9346,0.7517
20130121,,,,,,
20130122,6.2196,5.6088,7.7532,1.2276,0.9278,0.7517
20130123,6.2178,5.6068,7.7530,1.2267,0.9295,0.7514
20130124,6.2179,5.5774,7.7530,1.2282,0.9288,0.7475
20130125,6.2203,5.5451,7.7535,1.2361,0.9252,0.7432
20130128,6.2240,5.5430,7.7581,1.2380,0.9272,0.7430
20130129,6.2259,5.5306,7.7585,1.2337,0.9216,0.7416
20130130,6.2204,5.4985,7.7585,1.2347,0.9124,0.7372
20130131,6.2186,5.4916,7.7560,1.2376,0.9093,0.7362
20130201,6.2265,5.4491,7.7562,1.2393,0.9030,0.7304
20130204,6.2326,5.5146,7.7531,1.2397,0.9087,0.7393
20130205,6.2292,5.4959,7.7546,1.2381,0.9084,0.7370
20130206,6.2315,5.5127,7.7543,1.2376,0.9100,0.7392
20130207,6.2323,5.5738,7.7553,1.2403,0.9176,0.7473
20130208,6.2323,5.5797,7.7550,1.2373,0.9183,0.7482
20130211,6.2323,5.5625,7.7552,1.2405,0.9186,0.7455
20130212,6.2323,5.5467,7.7548,1.2388,0.9172,0.7435
20130213,6.2323,5.5484,7.7557,1.2375,0.9182,0.7436
20130214,6.2323,5.5941,7.7542,1.2355,0.9232,0.7500
20130215,6.2323,5.5824,7.7542,1.2375,0.9226,0.7484
20130218,,,,,,
20130219,6.2438,5.5703,7.7542,1.2374,0.9220,0.7470
20130220,6.2371,5.5874,7.7546,1.2375,0.9241,0.7491
20130221,6.2403,5.6492,7.7556,1.2390,0.9317,0.7573
20130222,6.2346,5.6656,7.7560,1.2372,0.9314,0.7595
20130225,6.2337,5.6634,7.7562,1.2387,0.9314,0.7592
20130226,6.2293,5.7117,7.7580,1.2397,0.9326,0.7660
20130227,6.2271,5.6898,7.7572,1.2375,0.9310,0.7631
20130228,6.2213,5.7007,7.7546,1.2369,0.9336,0.7646
20130301,6.2226,5.7403,7.7551,1.2396,0.9448,0.7699
20130304,6.2246,5.7357,7.7552,1.2469,0.9423,0.7695
20130305,6.2208,5.7262,7.7555,1.2473,0.9433,0.7681
20130306,6.2173,5.7380,7.7557,1.2477,0.9470,0.7698
20130307,6.2200,5.6906,7.7561,1.2457,0.9432,0.7635
20130308,6.2145,5.7393,7.7565,1.2483,0.9535,0.7697
20130311,6.2179,5.7303,7.7570,1.2493,0.9496,0.7684
20130312,6.2160,5.7251,7.7567,1.2475,0.9472,0.7679
20130313,6.2137,5.7572,7.7582,1.2490,0.9518,0.7723
20130314,6.2145,5.7477,7.7582,1.2495,0.9512,0.7708
20130315,6.2133,5.7081,7.7590,1.2485,0.9396,0.7648
20130318,6.2156,5.7540,7.7615,1.2494,0.9449,0.7718
20130319,6.2154,5.7829,7.7606,1.2518,0.9460,0.7759
20130320,6.2117,5.7540,7.7621,1.2514,0.9439,0.7722
20130321,6.2141,5.7641,7.7622,1.2488,0.9454,0.7735
20130322,6.2120,5.7348,7.7627,1.2486,0.9402,0.7695
20130325,6.2105,5.7842,7.7615,1.2443,0.9473,0.7763
20130326,6.2108,5.7952,7.7592,1.2408,0.9484,0.7777
20130327,6.2138,5.8307,7.7640,1.2432,0.9534,0.7824
20130328,6.2143,5.8033,7.7625,1.2406,0.9468,0.7787
20130329,6.2108,5.8169,7.7629,1.2400,0.9490,0.7803
20130401,6.2078,5.7980,7.7635,1.2401,0.9460,0.7778
20130402,6.1992,5.8071,7.7625,1.2387,0.9485,0.7791
20130403,6.1962,5.8008,7.7618,1.2375,0.9451,0.7784
20130404,6.2005,5.7988,7.7636,1.2416,0.9458,0.7780
20130405,6.2005,5.7220,7.7652,1.2404,0.9324,0.7676
20130408,6.2031,5.7308,7.7643,1.2414,0.9346,0.7688
20130409,6.2022,5.6944,7.7641,1.2391,0.9317,0.7638
20130410,6.1938,5.7091,7.7624,1.2374,0.9333,0.7657
20130411,6.1961,5.6805,7.7615,1.2367,0.9294,0.7620
20130412,6.1914,5.6947,7.7615,1.2366,0.9290,0.7637
20130415,6.1866,5.6993,7.7622,1.2364,0.9303,0.7644
20130416,6.1824,5.6726,7.7625,1.2355,0.9256,0.7610
20130417,6.1720,5.7124,7.7628,1.2354,0.9306,0.7663
20130418,6.1811,5.7020,7.7636,1.2355,0.9306,0.7650
20130419,6.1772,5.7060,7.7637,1.2369,0.9324,0.7653
20130422,6.1823,5.7111,7.7638,1.2402,0.9349,0.7663
20130423,6.1790,5.7275,7.7644,1.2415,0.9427,0.7685
20130424,6.1782,5.7361,7.7644,1.2434,0.9484,0.7694
20130425,6.1707,5.7322,7.7645,1.2393,0.9455,0.7690
20130426,6.1647,5.7250,7.7635,1.2364,0.9414,0.7678
20130429,6.1647,5.6958,7.7610,1.2339,0.9370,0.7639
20130430,6.1647,5.6614,7.7606,1.2320,0.9298,0.7594
20130501,6.1647,5.6511,7.7603,1.2331,0.9268,0.7580
20130502,6.1560,5.7048,7.7587,1.2350,0.9348,0.7653
20130503,6.1555,5.6847,7.7591,1.2341,0.9340,0.7627
20130506,6.1665,5.7025,7.7594,1.2313,0.9393,0.7653
20130507,6.1539,5.6949,7.7606,1.2330,0.9402,0.7642
20130508,6.1410,5.6562,7.7595,1.2274,0.9349,0.7589
20130509,6.1306,5.6866,7.7590,1.2291,0.9406,0.7631
20130510,6.1415,5.7545,7.7606,1.2389,0.9594,0.7719
20130513,6.1465,5.7413,7.7616,1.2413,0.9576,0.7704
20130514,6.1426,5.7468,7.7613,1.2425,0.9602,0.7711
20130515,6.1454,5.7970,7.7617,1.2472,0.9680,0.7778
20130516,6.1487,5.7782,7.7638,1.2502,0.9618,0.7753
20130517,6.1410,5.8115,7.7627,1.2568,0.9731,0.7802
20130520,6.1386,5.7922,7.7617,1.2560,0.9675,0.7773
20130521,6.1353,5.7728,7.7607,1.2602,0.9680,0.7746
20130522,6.1309,5.7932,7.7613,1.2663,0.9814,0.7774
20130523,6.1337,5.7614,7.7625,1.2630,0.9668,0.7726
20130524,6.1311,5.7672,7.7635,1.2645,0.9621,0.7740
20130527,,,,,,
20130528,6.1213,5.7911,7.7636,1.2684,0.9734,0.7770
20130529,6.1264,5.7585,7.7637,1.2664,0.9613,0.7726
20130530,6.1307,5.7155,7.7639,1.2604,0.9558,0.7668
20130531,6.1340,5.7403,7.7625,1.2641,0.9583,0.7699
20130603,6.1312,5.6911,7.7626,1.2501,0.9442,0.7635
20130604,6.1285,5.7017,7.7612,1.2534,0.9485,0.7648
20130605,6.1276,5.6953,7.7610,1.2484,0.9422,0.7641
20130606,6.1359,5.6279,7.7617,1.2454,0.9300,0.7548
20130607,6.1333,5.6309,7.7629,1.2464,0.9342,0.7552
20130610,6.1333,5.6336,7.7640,1.2580,0.9357,0.7556
20130611,6.1333,5.6163,7.7646,1.2564,0.9271,0.7531
20130612,6.1333,5.5846,7.7654,1.2516,0.9181,0.7488
20130613,6.1341,5.6027,7.7638,1.2510,0.9234,0.7511
20130614,6.1306,5.5950,7.7612,1.2515,0.9222,0.7502
20130617,6.1248,5.5909,7.7598,1.2546,0.9254,0.7496
20130618,6.1283,5.5641,7.7583,1.2616,0.9186,0.7459
20130619,6.1264,5.5648,7.7564,1.2564,0.9192,0.7460
20130620,6.1277,5.6441,7.7534,1.2745,0.9296,0.7568
20130621,6.1328,5.6879,7.7583,1.2768,0.9354,0.7626
20130624,6.1441,5.6977,7.7581,1.2777,0.9345,0.7639
20130625,6.1448,5.7019,7.7580,1.2688,0.9388,0.7645
20130626,6.1468,5.7332,7.7584,1.2725,0.9432,0.7689
20130627,6.1488,5.7303,7.7579,1.2672,0.9464,0.7683
20130628,6.1374,5.7326,7.7560,1.2682,0.9450,0.7686
20130701,6.1325,5.7110,7.7554,1.2634,0.9452,0.7657
20130702,6.1327,5.7306,7.7535,1.2694,0.9492,0.7682
20130703,6.1301,5.7362,7.7545,1.2719,0.9475,0.7689
20130704,,,,,,
20130705,6.1324,5.8118,7.7547,1.2811,0.9624,0.7794
20130708,6.1337,5.7984,7.7562,1.2807,0.9644,0.7774
20130709,6.1293,5.8384,7.7562,1.2801,0.9736,0.7828
20130710,6.1336,5.8057,7.7569,1.2750,0.9682,0.7785
20130711,6.1350,5.7162,7.7572,1.2614,0.9496,0.7665
20130712,6.1373,5.7156,7.7581,1.2627,0.9468,0.7664
20130715,6.1373,5.7188,7.7587,1.2641,0.9508,0.7669
20130716,6.1345,5.6726,7.7572,1.2602,0.9408,0.7608
20130717,6.1351,5.6946,7.7576,1.2613,0.9428,0.7637
20130718,6.1408,5.7017,7.7575,1.2677,0.9468,0.7646
20130719,6.1377,5.6743,7.7577,1.2644,0.9401,0.7609
20130722,6.1404,5.6520,7.7579,1.2605,0.9357,0.7580
20130723,6.1369,5.6450,7.7576,1.2645,0.9368,0.7569
20130724,6.1358,5.6371,7.7575,1.2678,0.9354,0.7560
20130725,6.1346,5.6333,7.7577,1.2675,0.9336,0.7556
20130726,6.1316,5.6197,7.7571,1.2647,0.9289,0.7536
20130729,6.1323,5.6218,7.7574,1.2661,0.9308,0.7540
20130730,6.1315,5.6195,7.7549,1.2696,0.9298,0.7538
20130731,6.1284,5.6081,7.7558,1.2746,0.9284,0.7529
20130801,6.1302,5.6401,7.7559,1.2754,0.9353,0.7566
20130802,6.1293,5.6174,7.7557,1.2718,0.9293,0.7537
20130805,6.1245,5.6232,7.7564,1.2700,0.9302,0.7543
20130806,6.1215,5.6074,7.7561,1.2681,0.9266,0.7521
20130807,6.1190,5.5945,7.7564,1.2674,0.9222,0.7502
20130808,6.1207,5.5678,7.7562,1.2591,0.9194,0.7467
20130809,6.1217,5.5928,7.7556,1.2572,0.9221,0.7497
20130812,6.1218,5.6032,7.7556,1.2610,0.9248,0.7512
20130813,6.1217,5.6300,7.7550,1.2678,0.9340,0.7549
20130814,6.1191,5.6248,7.7552,1.2705,0.9354,0.7544
20130815,6.1123,5.6221,7.7548,1.2728,0.9334,0.7540
20130816,6.1145,5.5978,7.7542,1.2702,0.9269,0.7507
20130819,6.1227,5.5868,7.7546,1.2759,0.9247,0.7492
20130820,6.1241,5.5531,7.7537,1.2735,0.9178,0.7448
20130821,6.1229,5.5792,7.7545,1.2789,0.9211,0.7481
20130822,6.1206,5.5823,7.7554,1.2808,0.9236,0.7484
20130823,6.1200,5.5699,7.7551,1.2793,0.9207,0.7467
20130826,6.1202,5.5788,7.7554,1.2812,0.9229,0.7480
20130827,6.1212,5.5721,7.7562,1.2831,0.9186,0.7470
20130828,6.1202,5.5957,7.7551,1.2777,0.9221,0.7504
20130829,6.1203,5.6389,7.7550,1.2749,0.9316,0.7560
20130830,6.1193,5.6528,7.7544,1.2758,0.9313,0.7578
20130902,,,,,,
20130903,6.1204,5.6663,7.7547,1.2777,0.9363,0.7596
20130904,6.1199,5.6445,7.7554,1.2730,0.9356,0.7569
20130905,6.1194,5.6828,7.7557,1.2803,0.9437,0.7622
20130906,6.1202,5.6651,7.7554,1.2732,0.9385,0.7595
20130909,6.1209,5.6248,7.7550,1.2701,0.9314,0.7541
20130910,6.1195,5.6242,7.7547,1.2685,0.9344,0.7541
20130911,6.1183,5.6066,7.7545,1.2675,0.9314,0.7518
20130912,6.1178,5.6008,7.7540,1.2670,0.9286,0.7510
20130913,6.1186,5.6164,7.7544,1.2685,0.9319,0.7532
20130916,6.1198,5.5859,7.7536,1.2605,0.9258,0.7491
20130917,6.1213,5.5841,7.7538,1.2586,0.9266,0.7487
20130918,6.1210,5.5858,7.7539,1.2592,0.9260,0.7490
20130919,6.1210,5.5125,7.7535,1.2469,0.9112,0.7393
20130920,6.1210,5.5150,7.7533,1.2510,0.9104,0.7395
20130923,6.1201,5.5273,7.7533,1.2501,0.9100,0.7396
20130924,6.1208,5.5273,7.7536,1.2533,0.9114,0.7413
20130925,6.1190,5.5090,7.7537,1.2529,0.9082,0.7388
20130926,6.1194,5.5307,7.7542,1.2546,0.9105,0.7416
20130927,6.1179,5.5089,7.7539,1.2556,0.9050,0.7387
20130930,6.1200,5.5109,7.7551,1.2547,0.9041,0.7388
20131001,6.1200,5.5094,7.7535,1.2520,0.9064,0.7389
20131002,6.1200,5.4880,7.7545,1.2492,0.9017,0.7357
20131003,6.1200,5.4681,7.7542,1.2487,0.8972,0.7330
20131004,6.1200,5.4914,7.7541,1.2464,0.9052,0.7363
20131007,6.1200,5.4963,7.7542,1.2479,0.9050,0.7370
20131008,6.1206,5.4927,7.7542,1.2491,0.9040,0.7363
20131009,6.1209,5.5203,7.7544,1.2504,0.9104,0.7400
20131010,6.1156,5.5107,7.7543,1.2482,0.9104,0.7388
20131011,6.1204,5.5007,7.7541,1.2466,0.9103,0.7375
20131014,,,,,,
20131015,6.1026,5.5272,7.7538,1.2425,0.9152,0.7411
20131016,6.0996,5.5290,7.7543,1.2457,0.9163,0.7413
20131017,6.0980,5.4570,7.7540,1.2399,0.9028,0.7319
20131018,6.0966,5.4466,7.7532,1.2374,0.9013,0.7303
20131021,6.0924,5.4554,7.7525,1.2417,0.9019,0.7314
20131022,6.0925,5.4141,7.7524,1.2361,0.8947,0.7258
20131023,6.0833,5.4112,7.7525,1.2383,0.8918,0.7254
20131024,6.0815,5.4008,7.7531,1.2370,0.8916,0.7241
20131025,6.0838,5.4068,7.7528,1.2365,0.8939,0.7250
20131028,6.0853,5.4109,7.7533,1.2383,0.8954,0.7254
20131029,6.0897,5.4167,7.7535,1.2390,0.8982,0.7262
20131030,6.0936,5.4161,7.7535,1.2366,0.8964,0.7262
