date,exchus,exdnus,exhkus,exsius,exszus,exeuus
20100809,6.7670,5.6273,7.7613,1.3477,1.0457,0.7552
20100810,6.7720,5.6891,7.7638,1.3560,1.0575,0.7637
20100811,6.7745,5.7748,7.7662,1.3645,1.0584,0.7753
20100812,6.7843,5.7906,7.7679,1.3608,1.0485,0.7772
20100813,6.7957,5.8357,7.7723,1.3625,1.0526,0.7833
20100816,6.8038,5.8011,7.7723,1.3612,1.0378,0.7789
20100817,6.7920,5.7785,7.7699,1.3528,1.0434,0.7758
20100818,6.7911,5.7860,7.7691,1.3489,1.0404,0.7769
20100819,6.7897,5.8043,7.7697,1.3545,1.0310,0.7790
20100820,6.7900,5.8730,7.7759,1.3583,1.0372,0.7882
20100823,6.7995,5.8830,7.7747,1.3570,1.0391,0.7897
20100824,6.7966,5.8754,7.7769,1.3591,1.0307,0.7890
20100825,6.7995,5.8849,7.7770,1.3607,1.0273,0.7904
20100826,6.7998,5.8547,7.7780,1.3550,1.0253,0.7863
20100827,6.7977,5.8339,7.7788,1.3528,1.0268,0.7834
20100830,6.8029,5.8696,7.7787,1.3540,1.0244,0.7883
20100831,6.8069,5.8580,7.7781,1.3546,1.0150,0.7872
20100901,6.8102,5.8102,7.7738,1.3468,1.0149,0.7805
20100902,6.8070,5.8041,7.7702,1.3457,1.0118,0.7798
20100903,6.8014,5.7774,7.7714,1.3437,1.0174,0.7761
20100906,,,,,,
20100907,6.7906,5.8506,7.7679,1.3477,1.0114,0.7860
20100908,6.7940,5.8482,7.7692,1.3430,1.0106,0.7857
20100909,6.7820,5.8590,7.7691,1.3410,1.0149,0.7869
20100910,6.7690,5.8482,7.7660,1.3400,1.0175,0.7855
20100913,6.7595,5.7763,7.7666,1.3362,1.0079,0.7758
20100914,6.7430,5.7204,7.7657,1.3326,0.9938,0.7684
20100915,6.7380,5.7249,7.7667,1.3379,1.0032,0.7688
20100916,6.7250,5.6938,7.7668,1.3373,1.0143,0.7646
20100917,6.7230,5.7078,7.7646,1.3363,1.0092,0.7665
20100920,6.7135,5.6958,7.7634,1.3331,1.0050,0.7649
20100921,6.7059,5.6706,7.7617,1.3315,1.0038,0.7613
20100922,6.7035,5.5652,7.7581,1.3258,0.9865,0.7471
20100923,6.7046,5.5830,7.7591,1.3262,0.9843,0.7494
20100924,6.7035,5.5285,7.7561,1.3226,0.9828,0.7421
20100927,6.6911,5.5272,7.7579,1.3217,0.9831,0.7421
20100928,6.6904,5.4862,7.7578,1.3180,0.9756,0.7362
20100929,6.6869,5.4643,7.7574,1.3150,0.9752,0.7332
20100930,6.6905,5.4791,7.7599,1.3162,0.9808,0.7352
20101001,6.6895,5.4182,7.7573,1.3117,0.9761,0.7271
20101004,6.6912,5.4449,7.7579,1.3143,0.9723,0.7306
20101005,6.6906,5.3867,7.7558,1.3098,0.9663,0.7229
20101006,6.6893,5.3516,7.7552,1.3072,0.9604,0.7182
20101007,6.6903,5.3542,7.7527,1.3075,0.9667,0.7183
20101008,6.6710,5.3552,7.7567,1.3055,0.9609,0.7182
20101011,,,,,,
20101012,6.6733,5.3852,7.7586,1.3060,0.9593,0.7222
20101013,6.6634,5.3399,7.7599,1.3027,0.9588,0.7161
20101014,6.6505,5.2997,7.7578,1.2972,0.9530,0.7109
20101015,6.6397,5.3268,7.7573,1.2961,0.9562,0.7144
20101018,6.6440,5.3353,7.7569,1.2985,0.9558,0.7154
20101019,6.6444,5.3935,7.7595,1.3075,0.9702,0.7232
20101020,6.6518,5.3451,7.7626,1.3028,0.9615,0.7169
20101021,6.6502,5.3376,7.7638,1.2990,0.9642,0.7157
20101022,6.6583,5.3640,7.7648,1.2994,0.9792,0.7192
20101025,6.6579,5.3324,7.7578,1.2920,0.9711,0.7150
20101026,6.6625,5.3756,7.7583,1.2974,0.9824,0.7208
20101027,6.6805,5.4077,7.7587,1.3060,0.9893,0.7253
20101028,6.6867,5.3547,7.7561,1.2960,0.9834,0.7179
20101029,6.6707,5.3671,7.7515,1.2945,0.9850,0.7197
20101101,6.6892,5.3688,7.7515,1.2916,0.9935,0.7200
20101102,6.6775,5.3156,7.7510,1.2872,0.9782,0.7130
20101103,6.6758,5.3195,7.7504,1.2887,0.9793,0.7136
20101104,6.6609,5.2405,7.7501,1.2824,0.9629,0.7030
20101105,6.6550,5.3094,7.7506,1.2862,0.9580,0.7126
20101108,6.6791,5.3514,7.7506,1.2869,0.9642,0.7180
20101109,6.6424,5.3759,7.7508,1.2855,0.9646,0.7212
20101110,6.6335,5.4277,7.7505,1.2885,0.9739,0.7284
20101111,,,,,,
20101112,6.6368,5.4407,7.7511,1.2934,0.9758,0.7299
20101115,6.6418,5.4744,7.7523,1.3009,0.9837,0.7345
20101116,6.6378,5.5149,7.7543,1.3046,0.9924,0.7398
20101117,6.6415,5.4989,7.7559,1.3017,0.9895,0.7377
20101118,6.6330,5.4744,7.7527,1.2963,0.9969,0.7343
20101119,6.6398,5.4604,7.7536,1.2980,0.9979,0.7324
20101122,6.6414,5.4774,7.7540,1.2981,0.9917,0.7346
20101123,6.6433,5.5686,7.7588,1.3129,0.9951,0.7469
20101124,6.6529,5.5796,7.7593,1.3085,0.9945,0.7491
20101125,,,,,,
20101126,6.6675,5.6274,7.7634,1.3194,1.0016,0.7551
20101129,6.6600,5.6917,7.7656,1.3223,1.0012,0.7638
20101130,6.6670,5.7171,7.7649,1.3202,0.9985,0.7671
20101201,6.6630,5.6679,7.7665,1.3090,0.9997,0.7605
20101202,6.6609,5.6329,7.7659,1.3062,0.9901,0.7560
20101203,6.6628,5.5753,7.7616,1.3030,0.9764,0.7481
20101206,6.6483,5.6122,7.7612,1.3055,0.9848,0.7533
20101207,6.6455,5.5938,7.7630,1.3035,0.9828,0.7506
20101208,6.6616,5.6302,7.7680,1.3147,0.9879,0.7552
20101209,6.6549,5.6455,7.7731,1.3120,0.9846,0.7572
20101210,6.6550,5.6277,7.7737,1.3083,0.9796,0.7552
20101213,6.6652,5.5670,7.7780,1.3043,0.9668,0.7469
20101214,6.6563,5.5640,7.7727,1.3012,0.9610,0.7465
20101215,6.6541,5.5989,7.7757,1.3126,0.9619,0.7515
20101216,6.6635,5.6399,7.7771,1.3163,0.9660,0.7572
20101217,6.6545,5.6623,7.7768,1.3164,0.9707,0.7602
20101220,6.6745,5.6759,7.7756,1.3165,0.9638,0.7620
20101221,6.6580,5.6733,7.7735,1.3125,0.9585,0.7616
20101222,6.6450,5.6921,7.7789,1.3068,0.9503,0.7640
20101223,6.6450,5.6889,7.7778,1.3046,0.9620,0.7633
20101224,,,,,,
20101227,6.6306,5.6678,7.7833,1.3005,0.9626,0.7607
20101228,6.6247,5.6796,7.7803,1.2967,0.9516,0.7621
20101229,6.6200,5.6546,7.7821,1.2942,0.9496,0.7586
20101230,6.6000,5.6183,7.7810,1.2885,0.9369,0.7536
20101231,,,,,,
20110103,6.5895,5.5724,7.7683,1.2842,0.9329,0.7479
20110104,6.6065,5.6013,7.7694,1.2874,0.9478,0.7515
20110105,6.5850,5.6582,7.7704,1.2911,0.9644,0.7592
20110106,6.6260,5.7193,7.7735,1.2949,0.9630,0.7676
20110107,6.6276,5.7555,7.7714,1.2945,0.9650,0.7726
20110110,6.6364,5.7540,7.7774,1.2986,0.9686,0.7725
20110111,6.6185,5.7389,7.7759,1.2938,0.9755,0.7705
20110112,6.6037,5.7011,7.7737,1.2892,0.9717,0.7653
20110113,6.6044,5.5743,7.7738,1.2842,0.9624,0.7483
20110114,6.5876,5.5894,7.7741,1.2886,0.9657,0.7503
20110117,,,,,,
20110118,6.5828,5.5605,7.7773,1.2824,0.9633,0.7463
20110119,6.5823,5.5214,7.7775,1.2815,0.9585,0.7410
20110120,6.5852,5.5428,7.7858,1.2887,0.9656,0.7439
20110121,6.5831,5.4881,7.7891,1.2830,0.9590,0.7363
20110124,6.5809,5.4573,7.7978,1.2806,0.9488,0.7324
20110125,6.5824,5.4628,7.7922,1.2819,0.9451,0.7329
20110126,6.5814,5.4444,7.7859,1.2793,0.9436,0.7306
20110127,6.5814,5.4440,7.7876,1.2791,0.9464,0.7306
20110128,6.5819,5.4767,7.7927,1.2841,0.9429,0.7349
20110131,6.6017,5.4350,7.7926,1.2794,0.9402,0.7291
20110201,6.5937,5.4045,7.7913,1.2712,0.9388,0.7250
20110202,6.5560,5.4104,7.7862,1.2720,0.9406,0.7257
20110203,6.5560,5.4594,7.7859,1.2741,0.9435,0.7324
20110204,6.5560,5.4869,7.7863,1.2746,0.9557,0.7362
20110207,6.5600,5.4989,7.7841,1.2742,0.9569,0.7376
20110208,6.5520,5.4466,7.7823,1.2716,0.9570,0.7306
20110209,6.5914,5.4469,7.7848,1.2736,0.9611,0.7306
20110210,6.5864,5.4677,7.7899,1.2768,0.9659,0.7333
20110211,6.5917,5.5152,7.7945,1.2829,0.9755,0.7396
20110214,6.5965,5.5340,7.7952,1.2821,0.9708,0.7422
20110215,6.5884,5.5252,7.7941,1.2800,0.9677,0.7411
20110216,6.5884,5.5042,7.7898,1.2796,0.9616,0.7382
20110217,6.5850,5.4770,7.7872,1.2757,0.9508,0.7346
20110218,6.5731,5.4518,7.7844,1.2736,0.9483,0.7314
20110221,,,,,,
20110222,6.5795,5.4558,7.7925,1.2791,0.9393,0.7320
20110223,6.5741,5.4187,7.7945,1.2772,0.9320,0.7268
20110224,6.5720,5.4048,7.7957,1.2756,0.9252,0.7250
20110225,6.5749,5.4192,7.7933,1.2727,0.9282,0.7269
20110228,6.5713,5.4054,7.7883,1.2720,0.9305,0.7250
20110301,6.5700,5.3973,7.7887,1.2707,0.9284,0.7240
20110302,6.5723,5.3748,7.7897,1.2694,0.9220,0.7210
20110303,6.5717,5.3462,7.7891,1.2680,0.9306,0.7170
20110304,6.5670,5.3315,7.7879,1.2665,0.9263,0.7152
20110307,6.5540,5.3356,7.7858,1.2655,0.9256,0.7155
20110308,6.5684,5.3591,7.7875,1.2675,0.9346,0.7188
20110309,6.5580,5.3630,7.7867,1.2675,0.9298,0.7191
20110310,6.5731,5.3953,7.7890,1.2715,0.9320,0.7234
20110311,6.5742,5.3792,7.7877,1.2682,0.9276,0.7213
20110314,6.5696,5.3355,7.7910,1.2675,0.9253,0.7156
20110315,6.5730,5.3397,7.7959,1.2805,0.9187,0.7159
20110316,6.5713,5.3572,7.7962,1.2817,0.9120,0.7183
20110317,6.5743,5.3183,7.8012,1.2782,0.8998,0.7132
20110318,6.5689,5.2737,7.7999,1.2744,0.9025,0.7072
20110321,6.5635,5.2572,7.7983,1.2672,0.9057,0.7050
20110322,6.5510,5.2472,7.7925,1.2631,0.9041,0.7036
20110323,6.5591,5.2796,7.7925,1.2654,0.9064,0.7080
20110324,6.5580,5.2516,7.7937,1.2603,0.9061,0.7042
20110325,6.5568,5.2714,7.7931,1.2605,0.9143,0.7070
20110328,6.5643,5.2853,7.7996,1.2612,0.9169,0.7090
20110329,6.5600,5.2929,7.7935,1.2620,0.9205,0.7097
20110330,6.5558,5.2899,7.7843,1.2621,0.9213,0.7095
20110331,6.5483,5.2569,7.7750,1.2600,0.9157,0.7051
20110401,6.5477,5.2455,7.7784,1.2606,0.9243,0.7035
20110404,6.5385,5.2436,7.7712,1.2602,0.9224,0.7032
20110405,6.5390,5.2391,7.7715,1.2605,0.9242,0.7027
20110406,6.5440,5.2014,7.7729,1.2602,0.9172,0.6977
20110407,6.5420,5.2194,7.7700,1.2611,0.9178,0.6999
20110408,6.5350,5.1652,7.7671,1.2570,0.9105,0.6927
20110411,6.5381,5.1591,7.7682,1.2556,0.9067,0.6919
20110412,6.5402,5.1595,7.7729,1.2588,0.8980,0.6918
20110413,6.5333,5.1509,7.7753,1.2556,0.8939,0.6908
20110414,6.5310,5.1570,7.7734,1.2480,0.8924,0.6914
20110415,6.5317,5.1634,7.7733,1.2424,0.8935,0.6924
20110418,6.5286,5.2464,7.7763,1.2489,0.8986,0.7037
20110419,6.5303,5.2086,7.7774,1.2450,0.8990,0.6984
20110420,6.5254,5.1383,7.7705,1.2385,0.8914,0.6890
20110421,6.4920,5.1126,7.7669,1.2341,0.8821,0.6856
20110422,6.5067,5.1271,7.7707,1.2338,0.8865,0.6875
20110425,6.5277,5.1157,7.7717,1.2355,0.8806,0.6861
20110426,6.5270,5.0969,7.7707,1.2321,0.8803,0.6838
20110427,6.5112,5.0864,7.7690,1.2327,0.8807,0.6822
20110428,6.5010,5.0442,7.7693,1.2292,0.8736,0.6764
20110429,6.4900,5.0315,7.7673,1.2230,0.8666,0.6747
20110502,6.4920,5.0149,7.7652,1.2222,0.8640,0.6725
20110503,6.4955,5.0127,7.7671,1.2250,0.8609,0.6723
20110504,6.4925,5.0183,7.7700,1.2312,0.8582,0.6730
20110505,6.4931,5.1125,7.7717,1.2382,0.8698,0.6857
20110506,6.4925,5.1454,7.7697,1.2337,0.8732,0.6899
20110509,6.4937,5.2126,7.7717,1.2335,0.8753,0.6993
20110510,6.4915,5.1922,7.7725,1.2335,0.8805,0.6965
20110511,6.4915,5.2249,7.7699,1.2321,0.8846,0.7008
20110512,6.4986,5.2400,7.7719,1.2410,0.8842,0.7028
20110513,6.4977,5.2725,7.7724,1.2458,0.8907,0.7072
20110516,6.5073,5.2444,7.7771,1.2500,0.8818,0.7033
20110517,6.5057,5.2667,7.7744,1.2494,0.8848,0.7065
20110518,6.5029,5.2262,7.7745,1.2408,0.8792,0.7008
20110519,6.5042,5.2324,7.7743,1.2399,0.8840,0.7016
20110520,6.4917,5.2615,7.7733,1.2384,0.8776,0.7056
20110523,6.5050,5.3203,7.7772,1.2488,0.8831,0.7135
20110524,6.4990,5.2848,7.7767,1.2460,0.8800,0.7089
20110525,6.4930,5.2863,7.7813,1.2460,0.8720,0.7091
20110526,6.4913,5.2915,7.7855,1.2461,0.8666,0.7098
20110527,6.4920,5.2182,7.7839,1.2360,0.8520,0.6999
20110530,,,,,,
20110531,6.4786,5.1847,7.7777,1.2342,0.8525,0.6956
20110601,6.4780,5.1662,7.7767,1.2310,0.8401,0.6930
20110602,6.4824,5.1669,7.7797,1.2356,0.8438,0.6932
20110603,6.4796,5.1046,7.7771,1.2292,0.8352,0.6847
20110606,6.4796,5.0982,7.7790,1.2287,0.8360,0.6840
20110607,6.4810,5.0802,7.7787,1.2283,0.8388,0.6814
20110608,6.4754,5.1112,7.7814,1.2315,0.8369,0.6855
20110609,6.4757,5.1311,7.7826,1.2292,0.8412,0.6880
20110610,6.4801,5.1913,7.7826,1.2345,0.8419,0.6961
20110613,6.4830,5.1908,7.7851,1.2371,0.8369,0.6960
20110614,6.4794,5.1535,7.7841,1.2307,0.8444,0.6909
20110615,6.4820,5.2449,7.7895,1.2365,0.8508,0.7032
20110616,6.4746,5.2694,7.7976,1.2405,0.8507,0.7065
20110617,6.4700,5.2068,7.7921,1.2332,0.8462,0.6980
20110620,6.4720,5.2076,7.7929,1.2349,0.8416,0.6983
20110621,6.4650,5.1801,7.7899,1.2312,0.8433,0.6945
20110622,6.4628,5.1781,7.7891,1.2306,0.8356,0.6943
20110623,6.4676,5.2640,7.7906,1.2385,0.8379,0.7059
20110624,6.4737,5.2564,7.7874,1.2372,0.8373,0.7048
20110627,6.4815,5.2220,7.7873,1.2412,0.8367,0.7002
20110628,6.4699,5.1910,7.7843,1.2387,0.8298,0.6960
20110629,6.4633,5.1699,7.7819,1.2327,0.8349,0.6931
20110630,6.4635,5.1355,7.7814,1.2273,0.8413,0.6886
20110701,6.4645,5.1415,7.7802,1.2264,0.8479,0.6893
20110704,,,,,,
20110705,6.4660,5.1537,7.7803,1.2274,0.8452,0.6911
20110706,6.4670,5.2052,7.7817,1.2287,0.8393,0.6979
20110707,6.4655,5.1966,7.7828,1.2230,0.8440,0.6969
20110708,6.4645,5.2336,7.7818,1.2217,0.8376,0.7017
20110711,6.4671,5.3141,7.7885,1.2272,0.8351,0.7126
20110712,6.4720,5.3203,7.7939,1.2248,0.8335,0.7136
20110713,6.4675,5.2634,7.7885,1.2176,0.8213,0.7059
20110714,6.4590,5.2582,7.7892,1.2175,0.8167,0.7051
20110715,6.4610,5.2666,7.7933,1.2173,0.8158,0.7064
20110718,6.4688,5.3101,7.7964,1.2192,0.8177,0.7121
20110719,6.4631,5.2667,7.7942,1.2152,0.8166,0.7064
20110720,6.4581,5.2531,7.7912,1.2138,0.8204,0.7048
20110721,6.4535,5.1868,7.7919,1.2102,0.8172,0.6958
20110722,6.4464,5.1869,7.7903,1.2082,0.8166,0.6961
20110725,6.4450,5.1910,7.7920,1.2070,0.8062,0.6965
20110726,6.4411,5.1420,7.7904,1.2034,0.8027,0.6899
20110727,6.4428,5.1842,7.7909,1.2031,0.8023,0.6957
20110728,6.4418,5.2078,7.7919,1.2021,0.8041,0.6992
20110729,6.4360,5.1779,7.7942,1.2031,0.7881,0.6950
20110801,6.4337,5.2457,7.7906,1.2050,0.7813,0.7041
20110802,6.4379,5.2333,7.7945,1.2044,0.7712,0.7026
20110803,6.4340,5.1997,7.7988,1.2065,0.7660,0.6983
20110804,6.4377,5.2613,7.8014,1.2195,0.7674,0.7063
20110805,6.4401,5.2609,7.8065,1.2214,0.7600,0.7063
20110808,6.4342,5.2306,7.8047,1.2171,0.7553,0.7022
20110809,6.4304,5.2310,7.8087,1.2146,0.7313,0.7021
20110810,6.4172,5.2485,7.8057,1.2177,0.7296,0.7046
20110811,6.3935,5.2354,7.7928,1.2116,0.7559,0.7027
20110812,6.3892,5.2314,7.7930,1.2110,0.7711,0.7023
20110815,6.3902,5.1532,7.7930,1.2035,0.7802,0.6919
20110816,6.3818,5.1658,7.7904,1.2007,0.7926,0.6934
20110817,6.3839,5.1606,7.7895,1.2025,0.7891,0.6927
20110818,6.3873,5.2004,7.7949,1.2153,0.7904,0.6983
20110819,6.3910,5.1693,7.7967,1.2080,0.7856,0.6941
20110822,6.4004,5.1781,7.7989,1.2085,0.7877,0.6952
20110823,6.3975,5.1617,7.7970,1.2038,0.7891,0.6930
20110824,6.3880,5.1729,7.7950,1.2055,0.7950,0.6943
20110825,6.3900,5.1807,7.7951,1.2105,0.7959,0.6954
20110826,6.3860,5.1498,7.7962,1.2035,0.8055,0.6914
20110829,6.3809,5.1341,7.7944,1.2052,0.8188,0.6892
20110830,6.3802,5.1618,7.7940,1.2063,0.8173,0.6928
20110831,6.3778,5.1710,7.7876,1.2031,0.8038,0.6942
20110901,6.3812,5.2144,7.7830,1.2023,0.7951,0.7001
20110902,6.3821,5.2442,7.7857,1.2045,0.7862,0.7041
20110905,,,,,,
20110906,6.3901,5.3199,7.7948,1.2101,0.8593,0.7143
20110907,6.3940,5.2979,7.7939,1.2093,0.8599,0.7113
20110908,6.3833,5.3388,7.7932,1.2130,0.8714,0.7170
20110909,6.3880,5.4488,7.7934,1.2273,0.8840,0.7317
20110912,6.3877,5.4615,7.8001,1.2362,0.8834,0.7334
20110913,6.3970,5.4430,7.8040,1.2410,0.8795,0.7310
20110914,6.3910,5.4321,7.8036,1.2453,0.8772,0.7294
20110915,6.3904,5.3740,7.7900,1.2442,0.8705,0.7216
20110916,6.3833,5.4023,7.7942,1.2397,0.8753,0.7255
20110919,6.3864,5.4595,7.7978,1.2632,0.8839,0.7334
20110920,6.3837,5.4355,7.7913,1.2580,0.8879,0.7301
20110921,6.3811,5.4257,7.7888,1.2740,0.8932,0.7287
20110922,6.3879,5.5345,7.8011,1.3088,0.9073,0.7437
20110923,6.3877,5.5044,7.8015,1.2950,0.9035,0.7398
20110926,6.3975,5.5041,7.7993,1.2981,0.9022,0.7399
20110927,6.3975,5.4675,7.7959,1.2795,0.8959,0.7350
20110928,6.3933,5.4610,7.7940,1.2855,0.8955,0.7338
20110929,6.3964,5.4555,7.7908,1.2920,0.8947,0.7332
20110930,6.3780,5.5331,7.7840,1.3006,0.9048,0.7435
20111003,6.3745,5.6034,7.7884,1.3104,0.9151,0.7530
20111004,6.3745,5.5989,7.7845,1.3135,0.9223,0.7522
20111005,6.3745,5.5846,7.7833,1.3038,0.9228,0.7503
20111006,6.3780,5.5518,7.7815,1.3008,0.9219,0.7458
20111007,6.3745,5.5093,7.7817,1.2903,0.9151,0.7401
20111010,,,,,,
20111011,6.3745,5.4500,7.7805,1.2817,0.9065,0.7322
20111012,6.3580,5.3936,7.7788,1.2751,0.8944,0.7244
20111013,6.3820,5.4219,7.7773,1.2803,0.9000,0.7283
20111014,6.3780,5.3710,7.7774,1.2662,0.8934,0.7214
20111017,6.3695,5.4077,7.7775,1.2675,0.8979,0.7262
20111018,6.3804,5.4269,7.7773,1.2691,0.9012,0.7289
20111019,6.3769,5.4049,7.7761,1.2657,0.9022,0.7260
20111020,6.3825,5.4462,7.7793,1.2727,0.9002,0.7314
20111021,6.3823,5.3658,7.7813,1.2743,0.8852,0.7208
20111024,6.3744,5.3440,7.7779,1.2654,0.8804,0.7178
20111025,6.3605,5.3514,7.7741,1.2630,0.8794,0.7189
20111026,6.3534,5.3789,7.7733,1.2743,0.8841,0.7226
20111027,6.3590,5.2527,7.7695,1.2464,0.8609,0.7056
20111028,6.3570,5.2531,7.7634,1.2421,0.8625,0.7060
20111031,6.3547,5.3330,7.7641,1.2515,0.8706,0.7170
20111101,6.3547,5.4402,7.7717,1.2782,0.8901,0.7312
20111102,6.3550,5.3909,7.7704,1.2720,0.8808,0.7245
20111103,6.3513,5.4145,7.7696,1.2718,0.8834,0.7276
20111104,6.3400,5.4067,7.7679,1.2676,0.8880,0.7267
20111107,6.3481,5.4163,7.7690,1.2701,0.9012,0.7276
20111108,6.3462,5.4004,7.7688,1.2699,0.8966,0.7254
20111109,6.3401,5.4751,7.7708,1.2839,0.9060,0.7355
20111110,6.3454,5.4711,7.7815,1.2902,0.9058,0.7353
20111111,,,,,,
20111114,6.3536,5.4627,7.7813,1.2905,0.9072,0.7339
20111115,6.3464,5.5036,7.7819,1.2927,0.9177,0.7394
20111116,6.3445,5.5098,7.7835,1.2915,0.9169,0.7405
20111117,6.3505,5.5028,7.7850,1.2930,0.9167,0.7395
20111118,6.3565,5.5044,7.7880,1.2965,0.9159,0.7396
20111121,6.3603,5.5011,7.7889,1.3023,0.9158,0.7394
20111122,6.3605,5.5109,7.7907,1.3017,0.9145,0.7407
20111123,6.3576,5.5707,7.7940,1.3106,0.9202,0.7492
20111124,,,,,,
20111125,6.3802,5.6144,7.7957,1.3117,0.9289,0.7551
20111128,6.3839,5.5770,7.7932,1.3001,0.9215,0.7500
20111129,6.3769,5.5735,7.7923,1.2944,0.9194,0.7495
20111130,6.3765,5.5268,7.7730,1.2825,0.9106,0.7433
20111201,6.3655,5.5138,7.7695,1.2823,0.9135,0.7415
20111202,6.3596,5.5545,7.7676,1.2840,0.9219,0.7470
20111205,6.3629,5.5229,7.7695,1.2777,0.9179,0.7428
20111206,6.3645,5.5497,7.7723,1.2836,0.9267,0.7464
20111207,6.3642,5.5539,7.7726,1.2855,0.9251,0.7470
20111208,6.3618,5.5802,7.7757,1.2943,0.9275,0.7505
20111209,6.3641,5.5614,7.7817,1.2931,0.9243,0.7481
20111212,6.3604,5.6369,7.7830,1.3012,0.9360,0.7583
20111213,6.3648,5.6788,7.7767,1.3013,0.9418,0.7637
20111214,6.3710,5.7280,7.7839,1.3087,0.9530,0.7709
20111215,6.3733,5.7107,7.7805,1.3078,0.9402,0.7685
20111216,6.3479,5.7061,7.7844,1.3032,0.9372,0.7678
20111219,6.3376,5.7094,7.7851,1.3069,0.9364,0.7682
20111220,6.3459,5.6833,7.7823,1.2988,0.9309,0.7648
20111221,6.3386,5.7005,7.7813,1.2975,0.9378,0.7669
20111222,6.3392,5.6981,7.7817,1.2929,0.9368,0.7666
20111223,6.3364,5.6996,7.7760,1.2935,0.9379,0.7669
20111226,,,,,,
20111227,6.3210,5.6851,7.7764,1.2965,0.9339,0.7649
20111228,6.3211,5.7519,7.7726,1.2986,0.9430,0.7736
20111229,6.3187,5.7392,7.7725,1.3003,0.9412,0.7721
20111230,6.2939,5.7303,7.7663,1.2948,0.9374,0.7708
20120102,,,,,,
20120103,6.2940,5.6933,7.7670,1.2824,0.9319,0.7656
20120104,6.2941,5.7513,7.7674,1.2873,0.9417,0.7734
20120105,6.3013,5.8176,7.7650,1.2923,0.9528,0.7823
20120106,6.3088,5.8429,7.7654,1.2931,0.9555,0.7860
20120109,6.3143,5.8339,7.7660,1.2973,0.9520,0.7846
20120110,6.3141,5.8189,7.7657,1.2890,0.9486,0.7824
20120111,6.3149,5.8612,7.7663,1.2923,0.9554,0.7883
20120112,6.3177,5.8006,7.7671,1.2907,0.9444,0.7802
20120113,6.3065,5.8628,7.7672,1.2929,0.9534,0.7885
20120116,,,,,,
20120117,6.3136,5.8357,7.7652,1.2839,0.9492,0.7849
20120118,6.3109,5.7971,7.7608,1.2785,0.9427,0.7797
20120119,6.3162,5.7470,7.7596,1.2733,0.9335,0.7730
20120120,6.3330,5.7414,7.7608,1.2728,0.9327,0.7723
20120123,6.3330,5.7040,7.7596,1.2667,0.9268,0.7672
20120124,6.3330,5.7172,7.7598,1.2693,0.9290,0.7690
20120125,6.3330,5.7282,7.7603,1.2700,0.9310,0.7705
20120126,6.3330,5.6508,7.7562,1.2553,0.9174,0.7603
20120127,6.3330,5.6350,7.7538,1.2526,0.9142,0.7580
20120130,6.3310,5.6645,7.7557,1.2575,0.9178,0.7620
20120131,6.3080,5.6949,7.7555,1.2576,0.9220,0.7661
20120201,6.3076,5.6405,7.7552,1.2521,0.9141,0.7588
20120202,6.3017,5.6451,7.7551,1.2463,0.9144,0.7595
20120203,6.3027,5.6713,7.7539,1.2424,0.9208,0.7630
20120206,6.3120,5.6605,7.7540,1.2475,0.9188,0.7616
20120207,6.3046,5.6119,7.7534,1.2457,0.9129,0.7551
20120208,6.2938,5.6079,7.7533,1.2461,0.9126,0.7545
20120209,6.2947,5.5881,7.7559,1.2476,0.9103,0.7520
20120210,6.2991,5.6370,7.7549,1.2591,0.9176,0.7583
20120213,6.2972,5.6247,7.7535,1.2551,0.9149,0.7569
20120214,6.2995,5.6530,7.7544,1.2646,0.9185,0.7605
20120215,6.2998,5.6791,7.7532,1.2609,0.9223,0.7641
20120216,6.3014,5.6699,7.7538,1.2625,0.9209,0.7628
20120217,6.2985,5.6529,7.7535,1.2591,0.9180,0.7605
20120220,,,,,,
20120221,6.2960,5.6096,7.7544,1.2565,0.9114,0.7544
20120222,6.2960,5.6122,7.7550,1.2581,0.9107,0.7547
20120223,6.2980,5.5870,7.7555,1.2565,0.9059,0.7514
20120224,6.2976,5.5230,7.7538,1.2558,0.8949,0.7428
20120227,6.3012,5.5448,7.7549,1.2545,0.8987,0.7457
20120228,6.2989,5.5272,7.7550,1.2520,0.8961,0.7434
20120229,6.2935,5.5653,7.7551,1.2474,0.9023,0.7486
20120301,6.3001,5.5813,7.7551,1.2474,0.9051,0.7508
20120302,6.2982,5.6310,7.7585,1.2511,0.9134,0.7575
20120305,6.3066,5.6200,7.7627,1.2577,0.9116,0.7561
20120306,6.3082,5.6689,7.7635,1.2641,0.9186,0.7625
20120307,6.3097,5.6530,7.7636,1.2598,0.9169,0.7605
20120308,6.3159,5.6080,7.7553,1.2527,0.9092,0.7544
20120309,6.3109,5.6708,7.7557,1.2540,0.9200,0.7629
20120312,6.3258,5.6561,7.7585,1.2613,0.9177,0.7610
20120313,6.3266,5.6700,7.7593,1.2581,0.9198,0.7628
20120314,6.3315,5.7082,7.7614,1.2686,0.9313,0.7678
20120315,6.3282,5.6882,7.7612,1.2630,0.9236,0.7651
20120316,6.3222,5.6455,7.7620,1.2580,0.9160,0.7592
20120319,6.3191,5.6147,7.7623,1.2565,0.9109,0.7552
20120320,6.3203,5.6231,7.7625,1.2626,0.9122,0.7563
20120321,6.3226,5.6370,7.7644,1.2652,0.9143,0.7582
